modelo;NINS;PACI;PDES;KSTA;MAERR;RAERR;RMSERR;RRSERR;Nada_TPRA;Nada_FPRA;Nada_TNRA;Nada_FNRA;Nada_PREC;Nada_RCALL;Nada_FMEA;Nada_MCC;Nada_ROCA;Nada_PRCA;Poco_TPRA;Poco_FPRA;Poco_TNRA;Poco_FNRA;Poco_PREC;Poco_RCALL;Poco_FMEA;Poco_MCC;Poco_ROCA;Poco_PRCA;Medio_TPRA;Medio_FPRA;Medio_TNRA;Medio_FNRA;Medio_PREC;Medio_RCALL;Medio_FMEA;Medio_MCC;Medio_ROCA;Medio_PRCA;Mucho_TPRA;Mucho_FPRA;Mucho_TNRA;Mucho_FNRA;Mucho_PREC;Mucho_RCALL;Mucho_FMEA;Mucho_MCC;Mucho_ROCA;Mucho_PRCA;tipo_evaluacion;producto_evaluado;
weka.classifiers.trees.RandomTree;60.00;90.00;10.00;0.85;0.05;15.13;0.22;55.24;0.92;0.03;0.97;0.08;0.96;0.92;0.94;0.90;0.94;0.91;0.96;0.11;0.89;0.04;0.85;0.96;0.90;0.83;0.92;0.83;0.67;0.00;1.00;0.33;1.00;0.67;0.80;0.79;0.83;0.72;1.00;0.02;0.98;0.00;0.75;1.00;0.86;0.86;0.99;0.75;split;KPI/SEMANAL/542.csv;
weka.classifiers.trees.REPTree;60.00;88.33;11.67;0.82;0.07;20.84;0.23;56.28;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.11;0.89;0.00;0.86;1.00;0.92;0.87;0.94;0.86;0.56;0.06;0.94;0.44;0.63;0.56;0.59;0.52;0.85;0.46;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.96;0.38;split;KPI/SEMANAL/542.csv;
weka.classifiers.bayes.BayesNet;60.00;98.33;1.67;0.95;0.01;5.59;0.10;30.29;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.bayes.NaiveBayes;60.00;98.33;1.67;0.95;0.01;4.47;0.11;30.49;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;1.00;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;98.33;1.67;0.95;0.01;4.47;0.11;30.49;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;1.00;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.functions.Logistic;60.00;96.67;3.33;0.91;0.02;9.54;0.15;43.19;0.96;0.00;1.00;0.04;1.00;0.96;0.98;0.91;0.96;0.99;1.00;0.04;0.96;0.00;0.88;1.00;0.93;0.91;0.98;0.84;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;98.33;1.67;0.96;0.02;8.25;0.09;25.59;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.02;0.98;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.functions.SimpleLogistic;60.00;98.33;1.67;0.95;0.07;28.92;0.12;33.96;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;1.00;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.97;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.functions.SMO;60.00;98.33;1.67;0.95;0.23;90.98;0.28;80.68;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.rules.OneR;60.00;98.33;1.67;0.95;0.01;4.47;0.11;30.49;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.rules.DecisionTable;60.00;98.33;1.67;0.95;0.04;16.20;0.10;30.35;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.rules.JRip;60.00;96.67;3.33;0.91;0.03;11.67;0.15;43.07;0.98;0.07;0.93;0.02;0.98;0.98;0.98;0.91;0.95;0.97;0.93;0.02;0.98;0.07;0.93;0.93;0.93;0.91;0.95;0.88;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.rules.PART;60.00;98.33;1.67;0.95;0.02;7.95;0.10;30.35;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.rules.ZeroR;60.00;76.67;23.33;0.00;0.23;94.44;0.35;100.27;1.00;1.00;0.00;0.00;0.77;1.00;0.87;0.00;0.50;0.77;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.23;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.trees.DecisionStump;60.00;98.33;1.67;0.95;0.02;7.95;0.10;30.35;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.trees.J48;60.00;98.33;1.67;0.95;0.02;7.95;0.10;30.35;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.trees.LMT;60.00;98.33;1.67;0.95;0.07;28.92;0.12;33.96;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;1.00;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.97;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.trees.RandomForest;60.00;98.33;1.67;0.95;0.01;5.19;0.11;30.84;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.92;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.trees.RandomTree;60.00;98.33;1.67;0.95;0.01;4.47;0.11;30.49;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.trees.REPTree;60.00;98.33;1.67;0.95;0.02;7.95;0.10;30.35;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.99;0.99;1.00;0.02;0.98;0.00;0.93;1.00;0.97;0.96;0.99;0.93;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/550.csv;
weka.classifiers.bayes.BayesNet;60.00;98.33;1.67;0.95;0.06;23.90;0.14;40.07;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.95;0.99;1.00;1.00;0.02;0.98;0.00;0.92;1.00;0.96;0.95;0.99;0.92;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.bayes.NaiveBayes;60.00;75.00;25.00;0.33;0.18;73.54;0.37;109.35;0.81;0.46;0.54;0.19;0.86;0.81;0.84;0.32;0.78;0.94;0.50;0.19;0.81;0.50;0.40;0.50;0.44;0.29;0.76;0.46;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;75.00;25.00;0.33;0.18;73.54;0.37;109.35;0.81;0.46;0.54;0.19;0.86;0.81;0.84;0.32;0.78;0.94;0.50;0.19;0.81;0.50;0.40;0.50;0.44;0.29;0.76;0.46;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;85.00;15.00;0.46;0.10;41.99;0.29;85.98;0.98;0.62;0.38;0.02;0.85;0.98;0.91;0.50;0.95;0.99;0.33;0.02;0.98;0.67;0.80;0.33;0.47;0.45;0.94;0.78;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.functions.SimpleLogistic;60.00;83.33;16.67;0.33;0.13;53.55;0.25;74.46;1.00;0.77;0.23;0.00;0.82;1.00;0.90;0.44;0.95;0.99;0.17;0.00;1.00;0.83;1.00;0.17;0.29;0.37;0.95;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.functions.SMO;60.00;80.00;20.00;0.13;0.27;110.69;0.34;101.25;1.00;0.92;0.08;0.00;0.80;1.00;0.89;0.25;0.54;0.80;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.51;0.20;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.rules.OneR;60.00;95.00;5.00;0.85;0.03;13.84;0.18;53.70;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.97;0.92;0.04;0.96;0.08;0.85;0.92;0.88;0.85;0.94;0.79;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.rules.DecisionTable;60.00;95.00;5.00;0.85;0.10;40.66;0.19;56.40;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.97;0.92;0.04;0.96;0.08;0.85;0.92;0.88;0.85;0.94;0.79;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.90;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.rules.JRip;60.00;96.67;3.33;0.90;0.04;15.15;0.15;43.17;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.98;0.92;0.02;0.98;0.08;0.92;0.92;0.92;0.90;0.95;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.rules.PART;60.00;96.67;3.33;0.90;0.03;14.35;0.15;43.02;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.97;0.92;0.02;0.98;0.08;0.92;0.92;0.92;0.90;0.95;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.rules.ZeroR;60.00;78.33;21.67;0.00;0.20;82.42;0.35;102.54;1.00;1.00;0.00;0.00;0.78;1.00;0.88;0.00;0.50;0.78;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.20;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.trees.DecisionStump;60.00;95.00;5.00;0.85;0.08;34.33;0.19;54.61;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.97;0.92;0.04;0.96;0.08;0.85;0.92;0.88;0.85;0.94;0.79;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.90;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.trees.J48;60.00;96.67;3.33;0.90;0.04;15.15;0.15;43.17;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.98;0.92;0.02;0.98;0.08;0.92;0.92;0.92;0.90;0.95;0.86;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.trees.LMT;60.00;96.67;3.33;0.90;0.02;10.20;0.15;42.79;1.00;0.15;0.85;0.00;0.96;1.00;0.98;0.90;1.00;1.00;0.83;0.00;1.00;0.17;1.00;0.83;0.91;0.89;1.00;0.99;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.trees.RandomForest;60.00;98.33;1.67;0.95;0.04;17.43;0.10;28.69;1.00;0.08;0.92;0.00;0.98;1.00;0.99;0.95;1.00;1.00;0.92;0.00;1.00;0.08;1.00;0.92;0.96;0.95;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.trees.REPTree;60.00;95.00;5.00;0.85;0.08;34.33;0.19;54.61;0.98;0.08;0.92;0.02;0.98;0.98;0.98;0.90;0.95;0.97;0.92;0.04;0.96;0.08;0.85;0.92;0.88;0.85;0.94;0.79;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.90;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/551.csv;
weka.classifiers.bayes.BayesNet;60.00;83.33;16.67;0.66;0.12;40.10;0.33;87.60;0.76;0.00;1.00;0.24;1.00;0.76;0.86;0.70;0.86;0.92;1.00;0.24;0.76;0.00;0.66;1.00;0.79;0.70;0.86;0.62;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.bayes.NaiveBayes;60.00;98.33;1.67;0.96;0.01;3.76;0.11;27.74;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.98;0.99;1.00;0.02;0.98;0.00;0.95;1.00;0.97;0.96;0.98;0.88;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;98.33;1.67;0.96;0.01;3.76;0.11;27.74;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.98;0.99;1.00;0.02;0.98;0.00;0.95;1.00;0.97;0.96;0.98;0.88;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.functions.Logistic;60.00;98.33;1.67;0.96;0.01;3.71;0.10;26.83;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;1.00;1.00;1.00;0.02;0.98;0.00;0.95;1.00;0.97;0.96;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;98.33;1.67;0.96;0.03;10.54;0.12;31.48;0.98;0.00;1.00;0.02;1.00;0.98;0.99;0.96;0.98;0.99;1.00;0.02;0.98;0.00;0.95;1.00;0.97;0.96;1.00;0.99;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.functions.SimpleLogistic;60.00;100.00;0.00;1.00;0.01;3.26;0.04;11.70;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.functions.SMO;60.00;86.67;13.33;0.72;0.25;85.10;0.32;84.73;0.80;0.00;1.00;0.20;1.00;0.80;0.89;0.75;0.90;0.94;1.00;0.20;0.80;0.00;0.70;1.00;0.83;0.75;0.90;0.70;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.rules.OneR;60.00;83.33;16.67;0.66;0.11;37.54;0.33;87.71;0.76;0.00;1.00;0.24;1.00;0.76;0.86;0.70;0.88;0.92;1.00;0.24;0.76;0.00;0.66;1.00;0.79;0.70;0.88;0.66;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.rules.DecisionTable;60.00;83.33;16.67;0.66;0.15;51.52;0.28;74.48;0.76;0.00;1.00;0.24;1.00;0.76;0.86;0.70;0.88;0.92;1.00;0.24;0.76;0.00;0.66;1.00;0.79;0.70;0.88;0.66;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.01;2.64;0.02;4.48;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.01;2.64;0.02;4.48;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.rules.ZeroR;60.00;68.33;31.67;0.00;0.29;98.34;0.38;100.10;1.00;1.00;0.00;0.00;0.68;1.00;0.81;0.00;0.50;0.68;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.32;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.trees.DecisionStump;60.00;83.33;16.67;0.66;0.13;45.05;0.29;75.66;0.76;0.00;1.00;0.24;1.00;0.76;0.86;0.70;0.88;0.92;1.00;0.24;0.76;0.00;0.66;1.00;0.79;0.70;0.88;0.66;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.01;2.64;0.02;4.48;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.trees.LMT;60.00;100.00;0.00;1.00;0.01;3.26;0.04;11.70;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.04;13.18;0.09;24.23;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.trees.REPTree;60.00;83.33;16.67;0.66;0.13;45.05;0.29;75.66;0.76;0.00;1.00;0.24;1.00;0.76;0.86;0.70;0.88;0.92;1.00;0.24;0.76;0.00;0.66;1.00;0.79;0.70;0.88;0.66;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/552.csv;
weka.classifiers.bayes.BayesNet;60.00;86.67;13.33;0.00;0.09;55.95;0.21;73.78;1.00;1.00;0.00;0.00;0.87;1.00;0.93;0.00;0.93;0.98;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.93;0.53;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/553.csv;
weka.classifiers.bayes.NaiveBayes;60.00;96.67;3.33;0.87;0.04;21.19;0.15;54.56;0.96;0.00;1.00;0.04;1.00;0.96;0.98;0.88;0.97;1.00;1.00;0.04;0.96;0.00;0.80;1.00;0.89;0.88;0.97;0.69;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/553.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;96.67;3.33;0.87;0.04;21.19;0.15;54.56;0.96;0.00;1.00;0.04;1.00;0.96;0.98;0.88;0.97;1.00;1.00;0.04;0.96;0.00;0.80;1.00;0.89;0.88;0.97;0.69;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;NaN;NaN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;split;KPI/SEMANAL/553.csv;
