modelo;NINS;PACI;PDES;KSTA;MAERR;RAERR;RMSERR;RRSERR;Nada_TPRA;Nada_FPRA;Nada_TNRA;Nada_FNRA;Nada_PREC;Nada_RCALL;Nada_FMEA;Nada_MCC;Nada_ROCA;Nada_PRCA;Poco_TPRA;Poco_FPRA;Poco_TNRA;Poco_FNRA;Poco_PREC;Poco_RCALL;Poco_FMEA;Poco_MCC;Poco_ROCA;Poco_PRCA;Medio_TPRA;Medio_FPRA;Medio_TNRA;Medio_FNRA;Medio_PREC;Medio_RCALL;Medio_FMEA;Medio_MCC;Medio_ROCA;Medio_PRCA;Mucho_TPRA;Mucho_FPRA;Mucho_TNRA;Mucho_FNRA;Mucho_PREC;Mucho_RCALL;Mucho_FMEA;Mucho_MCC;Mucho_ROCA;Mucho_PRCA;tipo_evaluacion;producto_evaluado;
weka.classifiers.bayes.BayesNet;60.00;100.00;0.00;1.00;0.00;1.04;0.00;0.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.bayes.NaiveBayes;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.00;4.59;0.01;6.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.functions.SimpleLogistic;60.00;100.00;0.00;1.00;0.02;22.89;0.05;30.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.functions.SMO;60.00;96.67;3.33;0.00;0.03;42.47;0.18;101.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.97;1.00;0.98;0.00;0.50;0.97;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.03;split;KPI/MENSUAL/15487.csv;
weka.classifiers.rules.OneR;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.rules.DecisionTable;60.00;96.67;3.33;0.00;0.06;81.66;0.18;99.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.97;1.00;0.98;0.00;0.50;0.97;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.03;split;KPI/MENSUAL/15487.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.rules.ZeroR;60.00;96.67;3.33;0.00;0.06;81.24;0.18;99.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.97;1.00;0.98;0.00;0.50;0.97;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.03;split;KPI/MENSUAL/15487.csv;
weka.classifiers.trees.DecisionStump;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.trees.LMT;60.00;100.00;0.00;1.00;0.02;22.89;0.05;30.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.00;5.73;0.02;13.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/15487.csv;
weka.classifiers.trees.REPTree;60.00;96.67;3.33;0.00;0.05;68.89;0.18;99.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.97;1.00;0.98;0.00;0.50;0.97;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.03;split;KPI/MENSUAL/15487.csv;
weka.classifiers.bayes.BayesNet;60.00;85.00;15.00;0.56;0.15;36.76;0.37;82.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.53;0.47;0.00;0.83;1.00;0.91;0.62;0.83;0.88;0.47;0.00;1.00;0.53;1.00;0.47;0.64;0.62;0.83;0.76;split;KPI/MENSUAL/1558.csv;
weka.classifiers.bayes.NaiveBayes;60.00;90.00;10.00;0.73;0.09;22.72;0.27;59.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;0.29;0.71;0.02;0.89;0.98;0.93;0.75;0.97;0.99;0.71;0.02;0.98;0.29;0.92;0.71;0.80;0.75;0.97;0.92;split;KPI/MENSUAL/1558.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;90.00;10.00;0.73;0.09;22.72;0.27;59.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;0.29;0.71;0.02;0.89;0.98;0.93;0.75;0.97;0.99;0.71;0.02;0.98;0.29;0.92;0.71;0.80;0.75;0.97;0.92;split;KPI/MENSUAL/1558.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.02;3.71;0.03;6.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.functions.SimpleLogistic;60.00;91.67;8.33;0.77;0.14;33.69;0.26;57.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.29;0.71;0.00;0.90;1.00;0.95;0.80;0.99;1.00;0.71;0.00;1.00;0.29;1.00;0.71;0.83;0.80;0.99;0.98;split;KPI/MENSUAL/1558.csv;
weka.classifiers.functions.SMO;60.00;81.67;18.33;0.44;0.18;44.81;0.43;95.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.65;0.35;0.00;0.80;1.00;0.89;0.53;0.68;0.80;0.35;0.00;1.00;0.65;1.00;0.35;0.52;0.53;0.68;0.54;split;KPI/MENSUAL/1558.csv;
weka.classifiers.rules.OneR;60.00;80.00;20.00;0.52;0.20;48.88;0.45;99.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.84;0.29;0.71;0.16;0.88;0.84;0.86;0.53;0.77;0.85;0.71;0.16;0.84;0.29;0.63;0.71;0.67;0.53;0.77;0.53;split;KPI/MENSUAL/1558.csv;
weka.classifiers.rules.DecisionTable;60.00;85.00;15.00;0.56;0.19;47.33;0.37;82.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.53;0.47;0.00;0.83;1.00;0.91;0.62;0.74;0.83;0.47;0.00;1.00;0.53;1.00;0.47;0.64;0.62;0.74;0.62;split;KPI/MENSUAL/1558.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.rules.ZeroR;60.00;71.67;28.33;0.00;0.34;81.91;0.48;106.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.72;1.00;0.83;0.00;0.50;0.72;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.28;split;KPI/MENSUAL/1558.csv;
weka.classifiers.trees.DecisionStump;60.00;85.00;15.00;0.56;0.17;41.67;0.37;83.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.53;0.47;0.00;0.83;1.00;0.91;0.62;0.74;0.83;0.47;0.00;1.00;0.53;1.00;0.47;0.64;0.62;0.74;0.62;split;KPI/MENSUAL/1558.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.trees.LMT;60.00;91.67;8.33;0.77;0.14;33.69;0.26;57.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.29;0.71;0.00;0.90;1.00;0.95;0.80;0.99;1.00;0.71;0.00;1.00;0.29;1.00;0.71;0.83;0.80;0.99;0.98;split;KPI/MENSUAL/1558.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.07;16.82;0.13;29.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1558.csv;
weka.classifiers.trees.REPTree;60.00;85.00;15.00;0.56;0.17;41.67;0.37;83.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.53;0.47;0.00;0.83;1.00;0.91;0.62;0.74;0.83;0.47;0.00;1.00;0.53;1.00;0.47;0.64;0.62;0.74;0.62;split;KPI/MENSUAL/1558.csv;
weka.classifiers.bayes.BayesNet;60.00;100.00;0.00;1.00;0.01;1.29;0.03;6.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.bayes.NaiveBayes;60.00;96.67;3.33;0.92;0.08;19.23;0.20;43.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;0.06;0.94;0.02;0.98;0.98;0.98;0.92;0.98;0.99;0.94;0.02;0.98;0.06;0.94;0.94;0.94;0.92;0.98;0.95;split;KPI/MENSUAL/1559.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;96.67;3.33;0.92;0.08;19.23;0.20;43.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.98;0.06;0.94;0.02;0.98;0.98;0.98;0.92;0.98;0.99;0.94;0.02;0.98;0.06;0.94;0.94;0.94;0.92;0.98;0.95;split;KPI/MENSUAL/1559.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.01;2.23;0.02;3.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.functions.SimpleLogistic;60.00;100.00;0.00;1.00;0.09;21.40;0.16;34.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.functions.SMO;60.00;93.33;6.67;0.83;0.07;15.78;0.26;56.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.22;0.78;0.00;0.91;1.00;0.95;0.84;0.89;0.91;0.78;0.00;1.00;0.22;1.00;0.78;0.88;0.84;0.89;0.84;split;KPI/MENSUAL/1559.csv;
weka.classifiers.rules.OneR;60.00;88.33;11.67;0.69;0.12;27.61;0.34;74.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.39;0.61;0.00;0.86;1.00;0.92;0.72;0.81;0.86;0.61;0.00;1.00;0.39;1.00;0.61;0.76;0.72;0.81;0.73;split;KPI/MENSUAL/1559.csv;
weka.classifiers.rules.DecisionTable;60.00;100.00;0.00;1.00;0.09;20.33;0.12;26.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.rules.JRip;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.rules.PART;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.rules.ZeroR;60.00;70.00;30.00;0.00;0.36;84.37;0.48;105.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.70;1.00;0.82;0.00;0.50;0.70;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.50;0.30;split;KPI/MENSUAL/1559.csv;
weka.classifiers.trees.DecisionStump;60.00;88.33;11.67;0.69;0.15;35.92;0.32;70.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.39;0.61;0.00;0.86;1.00;0.92;0.72;0.81;0.86;0.61;0.00;1.00;0.39;1.00;0.61;0.76;0.72;0.81;0.73;split;KPI/MENSUAL/1559.csv;
weka.classifiers.trees.J48;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.trees.LMT;60.00;100.00;0.00;1.00;0.09;21.40;0.16;34.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.trees.RandomForest;60.00;100.00;0.00;1.00;0.02;5.13;0.05;10.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.trees.RandomTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.trees.REPTree;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1559.csv;
weka.classifiers.bayes.BayesNet;60.00;90.00;10.00;0.75;0.11;32.20;0.24;58.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.87;0.00;1.00;0.13;1.00;0.87;0.93;0.77;0.95;0.98;1.00;0.13;0.87;0.00;0.68;1.00;0.81;0.77;0.95;0.83;split;KPI/MENSUAL/1560.csv;
weka.classifiers.bayes.NaiveBayes;60.00;98.33;1.67;0.95;0.02;4.84;0.12;30.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.08;0.92;0.00;0.98;1.00;0.99;0.95;1.00;1.00;0.92;0.00;1.00;0.08;1.00;0.92;0.96;0.95;1.00;1.00;split;KPI/MENSUAL/1560.csv;
weka.classifiers.bayes.NaiveBayesUpdateable;60.00;98.33;1.67;0.95;0.02;4.84;0.12;30.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.08;0.92;0.00;0.98;1.00;0.99;0.95;1.00;1.00;0.92;0.00;1.00;0.08;1.00;0.92;0.96;0.95;1.00;1.00;split;KPI/MENSUAL/1560.csv;
weka.classifiers.functions.Logistic;60.00;100.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1560.csv;
weka.classifiers.functions.MultilayerPerceptron;60.00;100.00;0.00;1.00;0.01;2.68;0.02;4.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;1.00;1.00;1.00;split;KPI/MENSUAL/1560.csv;
